,Unnamed: 0,Name,Category,total_revenue2018,total_revenue2019,total_revenue2020,operating_income2018,operating_income2019,operating_income2020,net_income2018,net_income2019,net_income2020,diluted_EPS2018,diluted_EPS2019,diluted_EPS2020,EBITDA2018,EBITDA2019,EBITDA2020,total_assets2018,total_assets2019,total_assets2020,total_liability2018,total_liability2019,total_liability2020,total_equity2018,total_equity2019,total_equity2020,total_liability_shareholders2018,total_liability_shareholders2019,total_liability_shareholders2020,total_debt2018,total_debt2019,total_debt2020,book_value2018,book_value2019,book_value2020,cash_operating2018,cash_operating2019,cash_operating2020,cash_investing2018,cash_investing2019,cash_investing2020,cash_financing2018,cash_financing2019,cash_financing2020,free_cash_flow2018,free_cash_flow2019,free_cash_flow2020,price_to_earning2018,price_to_earning2019,price_to_earning2020,price_to_sales2018,price_to_sales2019,price_to_sales2020,price_to_cash_flow2018,price_to_cash_flow2019,price_to_cash_flow2020,price_to_book2018,price_to_book2019,price_to_book2020,entreprise_value2018,entreprise_value2019,entreprise_value2020,entreprise_value_EBITDA2018,entreprise_value_EBITDA2019,entreprise_value_EBITDA2020,return_asset2018,return_asset2019,return_asset2020,return_equity2018,return_equity2019,return_equity2020,return_capital2018,return_capital2019,return_capital2020,gross_margin2018,gross_margin2019,gross_margin2020,operating_margin2018,operating_margin2019,operating_margin2020,EBITDA_margin2018,EBITDA_margin2019,EBITDA_margin2020,net_margin2018,net_margin2019,net_margin2020,quick_ratio2018,quick_ratio2019,quick_ratio2020,current_ratio2018,current_ratio2019,current_ratio2020,inventory_turnover2018,inventory_turnover2019,inventory_turnover2020,asset_turnover2018,asset_turnover2019,asset_turnover2020,debt_assets2018,debt_assets2019,debt_assets2020,debt_equity2018,debt_equity2019,debt_equity2020,long_term_debt2018,long_term_debt2019,long_term_debt2020
17,17,BHC,PharmaO,8.38B,8.60B,8.03B,499.00M,1.33B,1.31B,4.15B,1.79B,560.00M,11.81,5.08,11.81,3.32B,3.40B,3.14B,32.49B,33.86B,31.20B,29.68B,32.73B,30.59B,2.81B,1.14B,605.00M,32.49B,33.86B,31.20B,24.30B,26.19B,24.20B,7.81,3.02,1.51,1.40B,1.47B,1.07B,196.00M,419.00M,261.00M,1.25B,1.47B,2.26B,1.24B,1.20B,770.00M,,,,0.77,1.22,0.92,4.64,7.15,6.89,2.36,9.92,13.82,30.15B,33.55B,29.84B,9.09,9.77,9.42,11.85,5.39,1.72,96.67,94.2,70.09,14.33,6.78,2.21,40.39,50.62,51.49,5.95,15.45,16.37,39.59,39.58,39.11,49.5,20.79,6.98,0.85,0.94,0.86,1.1,1.12,1.09,5.04,4.16,3.54,0.24,0.26,0.25,0.75,0.77,0.78,8.63,23.05,40.01,0.74,0.74,0.77
18,18,BLRX,PharmaO,0,0,0,25.61M,28.11M,22.93M,22.96M,25.45M,30.02M,3.17,2.61,3.17,25.15M,27.17M,21.99M,56.23M,53.57M,47.29M,14.91M,20.19M,25.26M,41.32M,33.38M,22.03M,56.23M,53.57M,47.29M,8.73M,10.46M,7.68M,5.39,2.92,0.95,24.19M,22.67M,23.21M,9.55M,5.26M,16.67M,13.10M,19.19M,17.87M,24.36M,22.73M,23.21M,,,,,,,,,,1.22,0.77,2.66,26.07M,4.93M,27.57M,,,,39.18,46.35,59.53,48.75,68.13,108.36,44.94,56.48,89.12,,,,,,,,,,,,,4.74,2.36,2.15,4.74,2.36,2.15,,,,0,0,0,0.16,0.2,0.16,0.21,0.31,0.35,0.14,0.14,0.09
19,19,BPTS,PharmaO,0,0,0,20.05M,20.74M,19.70M,16.50M,19.91M,19.44M,1.23,1.18,1.23,19.78M,20.45M,19.38M,24.94M,19.79M,33.19M,16.98M,28.28M,24.93M,7.96M,8.50M,8.26M,24.94M,19.79M,33.19M,7.99M,15.68M,11.13M,5.98,3.54,0.82,15.07M,18.30M,12.28M,133.31K,315.63K,14.49M,8.84M,9.60M,26.20M,15.18M,18.61M,12.52M,,,,,,,,,,,,,,,,,,,58.83,89.02,73.39,98.6,,,82.87,370.17,554.79,,,,,,,,,,,,,2.34,0.75,1.31,2.34,0.75,1.31,,,,0,0,0,0.32,0.79,0.34,1,1.84,1.35,0.25,0.25,0.07
20,20,BRBR,PharmaO,827.50M,854.40M,988.30M,119.80M,169.20M,165.90M,96.10M,123.10M,23.50M,2.44,3.12,2.44,145.70M,194.50M,191.20M,560.40M,594.50M,653.50M,108.70M,108.10M,814.50M,451.70M,486.40M,161.00M,560.40M,594.50M,653.50M,0,0,699.60M,11.46,12.34,55.36,141.20M,98.30M,97.20M,5.00M,3.20M,2.10M,133.00M,100.20M,52.60M,136.20M,95.10M,95.10M,,,34.86,,,0.83,,,8.43,,,,,,3.49B,,,18.19,16.81,21.32,3.77,20.53,26.24,,20.53,26.24,,30.8,33.9,31.95,14.48,19.8,16.79,17.61,22.76,19.35,11.61,14.41,2.38,1.08,0.88,0.91,1.74,2.37,1.9,7.77,5.65,4.66,1.45,1.48,1.58,0,0,1.07,0,0,4.35,0,0,0.97
21,21,CLVR,PharmaO,0,7.83M,12.12M,5.41M,36.54M,26.85M,7.36M,39.53M,36.11M,,,,5.31M,35.06M,23.26M,68.74M,95.72M,165.88M,26.13M,45.52M,70.63M,42.61M,50.19M,95.25M,68.74M,95.72M,165.88M,14.21M,33.73M,33.84M,0.67,1.03,3.83,4.28M,40.83M,21.96M,8.28M,30.13M,3.67M,27.50M,62.83M,91.84M,8.74M,59.50M,25.63M,,,,,,18.28,,,,,9.81,2.33,,471.44M,175.84M,,,,,48.07,27.61,,105.11,51.32,,64.2,34.67,,20.7,45.88,,466.43,221.56,,447.54,191.93,,504.6,298.04,12.28,2.97,2.93,12.48,3.85,3.28,,2.15,0.84,,0.1,0.09,0.21,0.35,0.2,0.33,0.67,0.36,0.21,0.35,0.2
22,22,COLL,PharmaO,280.41M,296.70M,310.02M,20.68M,23.75M,56.23M,39.13M,22.72M,26.75M,1.19,0.68,1.19,90.22M,7.95M,117.84M,291.25M,306.30M,643.84M,199.66M,218.87M,457.81M,91.58M,87.43M,186.03M,291.25M,306.30M,643.84M,11.50M,21.59M,266.58M,2.75,2.6,5.37,169.39M,27.78M,93.94M,24.35M,6.44M,373.77M,117.20M,2.04M,286.47M,163.91M,21.34M,88.40M,,,26.32,2.02,2.32,2.27,3.34,24.78,7.49,6.24,7.93,3.73,430.68M,540.05M,796.55M,4.77,,6.68,18.33,7.61,5.63,39.99,25.39,19.57,38.08,22.06,10.51,40.92,34.73,58.01,7.38,8,18.14,32.18,2.68,38.01,13.95,7.66,8.63,1.21,1.22,1.1,1.26,1.27,1.16,34.41,22.18,10.31,1.31,0.99,0.65,0.04,0.07,0.41,0.13,0.25,1.43,0.03,0.06,0.34
23,23,CORT,PharmaO,251.25M,306.49M,353.87M,89.50M,111.61M,128.20M,75.41M,94.18M,106.01M,0.6,0.77,0.6,89.73M,113.78M,130.44M,311.69M,412.31M,571.73M,35.81M,41.13M,48.39M,275.88M,371.18M,523.34M,311.69M,412.31M,571.73M,0,3.46M,2.55M,2.4,3.24,4.48,115.67M,137.57M,153.66M,90.77M,117.83M,119.26M,14.34M,30.10M,10.53M,115.37M,136.48M,152.42M,22.45,15.75,30.65,6.74,4.84,9.18,14.63,10.78,21.14,5.57,3.73,5.84,1.49B,1.21B,2.81B,16.56,10.61,21.53,28.34,26.02,21.55,32.31,29.11,23.7,32.31,29.02,23.64,97.92,98.2,98.42,35.62,36.41,36.23,35.71,37.12,36.86,30.01,30.73,29.96,6.52,7.77,9.97,6.66,7.91,10.07,1.12,1.08,1.08,0.94,0.85,0.72,0,0.01,0,0,0.01,0,0,0,0
24,24,CPIX,PharmaO,40.74M,34.39M,37.44M,7.35M,10.09M,7.54M,6.96M,3.54M,3.34M,0.45,0.23,0.45,4.37M,5.69M,2.79M,114.67M,105.86M,97.13M,59.10M,54.78M,50.25M,55.57M,51.09M,46.87M,114.67M,105.86M,97.13M,20.00M,21.50M,17.08M,3.61,3.35,3.14,3.11M,3.00M,5.41M,27.72M,2.30M,1.76M,7.14M,5.03M,7.11M,2.66M,2.76M,5.26M,,,,2.31,2.31,1.19,30.25,26.4,8.28,1.67,1.54,0.94,77.65M,72.54M,36.93M,,,,6.63,8.69,6.45,11.61,18,13.34,9.3,12.84,9.72,74.57,65.61,64.21,18.04,29.35,20.14,10.72,16.54,7.46,17.09,26.76,17.48,1.69,1.71,1.53,2.13,2.08,1.95,1.1,1.33,1.34,0.39,0.32,0.37,0.17,0.2,0.18,0.36,0.42,0.36,0.17,0.19,0.17
25,25,CPRX,PharmaO,500.00K,102.31M,119.07M,35.30M,31.82M,41.30M,34.00M,31.88M,74.98M,0.33,0.3,0.33,35.26M,32.12M,42.19M,60.45M,112.38M,192.35M,9.67M,24.75M,22.76M,50.78M,87.63M,169.60M,60.45M,112.38M,192.35M,0,948.05K,28.77K,0.49,0.85,1.63,25.70M,34.89M,45.95M,15.53M,37.22M,5.01M,293.12K,839.43K,217.35K,25.80M,34.87M,45.94M,,12.48,4.73,394.11,3.89,2.98,,11.4,7.72,3.88,4.42,2.04,143.57M,304.01M,214.60M,,9.43,5.09,46.63,36.89,49.21,51.62,46.06,58.3,51.62,45.84,58.15,,85.57,85.69,7.06K,31.11,34.69,7.05K,31.4,35.43,6.80K,31.16,62.97,5.8,4.54,6.79,5.8,4.62,7,,14.67,5.16,0.01,1.18,0.78,0,0.01,0,0,0.01,0,0,0.01,0
26,26,CTIC,PharmaO,26.29M,3.35M,0,32.24M,39.92M,47.77M,29.32M,40.02M,52.45M,0.52,0.69,0.52,31.65M,39.37M,47.24M,89.83M,46.28M,58.24M,36.89M,28.35M,18.21M,52.94M,17.93M,40.03M,89.83M,46.28M,58.24M,14.08M,14.21M,7.45M,1.01,0.41,0.53,39.82M,27.82M,42.20M,30.49M,28.13M,9.62M,63.49M,5.61M,61.07M,39.86M,27.82M,42.22M,,,,1.56,27.38,,,,,0.72,3.87,6.11,17.58M,66.39M,184.07M,,,,40.52,58.8,100.36,72.84,97.16,164.64,56.74,80.77,145.77,96.66,,,122.63,1.19K,,120.37,1.18K,,111.53,1.20K,,3.58,1.92,3.19,3.58,1.92,3.19,3.2,,,0.36,0.05,0,0.16,0.31,0.13,0.27,0.79,0.19,0.1,0.16,0.01
27,27,CTLT,PharmaO,2.52B,3.09B,4.00B,312.80M,408.50M,673.00M,132.00M,173.00M,529.00M,0.9,1.14,0.9,541.40M,662.20M,962.00M,6.18B,7.78B,9.11B,3.90B,4.27B,4.84B,2.29B,3.51B,4.27B,6.18B,7.78B,9.11B,2.96B,3.12B,3.33B,11.54,17.81,22.96,247.70M,440.30M,433.00M,1.51B,827.50M,649.00M,1.20B,1.00B,142.00M,29.60M,25.50M,253.00M,59.94,64.54,34.75,3.14,3.61,4.6,31.94,25.36,42.45,4.7,4.12,4.71,11.13B,13.94B,21.10B,20.56,20.89,21.84,2.46,2.48,6.26,7.82,5.97,13.6,2.96,2.95,7.53,34.01,33.76,33.82,12.42,13.2,16.83,21.5,21.4,24.06,5.24,5.59,13.23,1.7,2.2,1.97,2.08,2.57,2.44,7.13,7.06,5.97,0.47,0.44,0.47,0.48,0.4,0.37,1.29,0.89,0.78,0.47,0.39,0.36
28,28,EGRX,PharmaO,213.31M,195.89M,187.80M,46.47M,21.82M,32.95M,31.90M,14.31M,11.99M,2.09,1.01,2.09,50.14M,26.47M,37.72M,239.29M,255.64M,255.12M,78.53M,76.46M,69.11M,160.76M,179.17M,186.01M,239.29M,255.64M,255.12M,44.41M,42.66M,38.22M,11.55,13.15,14.25,52.38M,55.66M,49.50M,133.00K,777.00K,18.25M,88.12M,23.90M,37.87M,52.25M,54.88M,48.75M,19.3,59.35,53.49,2.89,4.34,3.41,11.75,15.26,12.96,3.49,4.57,3.27,581.19M,782.34M,576.40M,11.59,29.41,15.15,12.45,5.78,4.69,18.77,8.42,6.57,15.16,6.9,5.57,70.97,68.91,75.79,21.78,11.14,17.55,23.5,13.51,20.08,14.96,7.31,6.38,3.92,4.39,4.13,4.13,4.62,4.36,9.23,7.03,5.12,0.83,0.79,0.74,0.19,0.17,0.15,0.28,0.24,0.21,0.16,0.14,0.11
29,29,ENDP,PharmaO,2.95B,2.91B,2.90B,567.32M,581.87M,603.15M,1.03B,422.64M,183.94M,4.61,1.87,4.61,1.29B,1.19B,1.12B,10.13B,9.39B,9.26B,10.63B,10.26B,9.91B,498.28M,866.54M,647.94M,10.13B,9.39B,9.26B,8.26B,8.49B,8.40B,2.22,3.82,2.86,267.27M,98.05M,397.39M,17.90M,60.20M,624.87M,81.57M,204.60M,108.57M,183.87M,30.36M,324.53M,,,9.12,0.55,0.36,0.58,6.12,10.81,4.22,,,,8.44B,7.85B,8.69B,6.54,6.52,7.7,8.84,3.69,2.65,,,,11.69,4.71,3.24,45.83,46.15,50.31,19.25,19.97,20.78,43.81,40.99,38.65,32.63,12.37,8.52,1.04,1.55,1.64,1.2,1.77,1.92,4.47,4.83,4.24,0.27,0.3,0.31,0.82,0.9,0.91,16.57,9.8,12.96,0.81,0.9,0.9
30,30,ENVB,PharmaO,43.00M,0,0,4.71M,2.30M,5.62M,16.90M,2.41M,6.86M,81.89,1.82,81.89,1.81M,2.30M,5.50M,29.64M,108.79K,4.10M,18.88M,1.92M,681.25K,10.76M,1.81M,3.42M,29.64M,108.79K,4.10M,5.21M,740.34K,0,25.41,1.37,0.34,2.57M,647.86K,3.89M,3.64M,0,44.14K,2.69M,560.00K,5.53M,,647.86K,3.89M,,,,0.1,0.12,,,,,0.69,0.54,12.71,7.99M,12.65M,22.96M,,,,41.3,2.22K,47.18,111.88,52.42,97.81,103.7,52.42,97.81,14.14,14.75,,10.97,15.85,,4.21,10.17,,39.3,14.04,,0.68,0.06,3.35,0.68,0.06,3.35,,,,1.05,0,0,0.18,6.81,0,0.48,0.41,0,0,0,0
31,31,EVOK,PharmaO,0,0,23.02K,8.01M,7.15M,13.05M,7.57M,7.13M,13.15M,0.46,0.32,0.46,8.01M,7.15M,13.05M,5.66M,6.40M,9.43M,1.63M,2.02M,12.65M,4.03M,4.38M,3.21M,5.66M,6.40M,9.43M,0,138.54K,5.25M,0.23,0.18,0.12,6.98M,5.76M,6.63M,0,0,0,4.62M,6.11M,9.04M,6.98M,5.76M,6.63M,,,,,,2.86K,,,,10.74,9.04,,35.85M,30.59M,62.95M,,,,111.25,118.22,166.2,244.42,169.54,2.26K,244.42,169.54,426.69,,,276.68,,,56.68K,,,56.68K,,,57.14K,3.46,3.1,1.2,3.46,3.1,1.23,,,0.73,0,0,0,0,0.02,0.56,0,0.03,1.63,0,0,0.53
32,32,GLMD,PharmaO,2.04M,0,0,10.71M,22.38M,30.21M,9.86M,20.46M,28.77M,0.54,0.97,0.54,10.33M,22.34M,30.17M,90.60M,77.14M,52.38M,2.71M,7.29M,8.23M,87.89M,69.85M,44.15M,90.60M,77.14M,52.38M,0,352.00K,216.00K,4.18,3.3,2.07,9.02M,14.94M,26.29M,60.02M,6.68M,16.54M,80.18M,143.00K,768.00K,9.11M,14.95M,26.33M,,,,60.79,,,,,,1.63,1.75,1.5,33.69M,46.79M,15.40M,,,,17.88,24.4,44.43,19.01,25.94,50.47,19.01,25.88,50.22,,,,525.76,,,506.77,,,483.61,,,33.41,11.02,6.47,33.41,11.02,6.47,,,,0.04,0,0,0,0,0,0,0.01,0,0,0,0
33,33,GRVI,PharmaO,2.21M,7.41M,24.10M,577.27K,4.69M,1.43M,587.04K,5.38M,2.98M,0.04,0.37,0.04,541.78K,3.71M,2.76M,7.50M,6.40M,27.25M,1.11M,4.22M,6.04M,6.40M,2.18M,21.22M,7.50M,6.40M,27.25M,0,2.85M,864.06K,0.33,0.02,1.39,1.19M,4.16M,2.94M,16.24K,1.16M,1.28M,4.81M,2.52M,11.99M,1.41M,6.09M,1.52M,,,32.26,,,3.92,,,32.14,,,4.45,,,80.80M,,,29.14,,77.43,17.7,,216.77,27.78,,189.89,26.64,45.32,21.44,43.85,26.14,63.24,5.92,24.54,50.01,11.45,26.59,72.63,12.36,3.59,0.34,2.78,4.62,0.75,3.14,,4.5,7.64,,1.07,1.43,0,0.44,0.03,0,1.31,0.04,0,0.11,0.01
34,34,GTBP,PharmaO,0,0,0,21.55M,11.46M,6.76M,259.19M,38.65M,28.30M,87.7,11.42,87.7,21.55M,11.45M,6.76M,25.40M,396.00K,5.66M,14.03M,19.71M,35.09M,11.37M,19.31M,29.43M,25.40M,396.00K,5.66M,10.80M,13.36M,26.33M,3.87,4.66,5.61,10.68M,3.66M,7.26M,36.00K,200.00K,0,10.20M,3.43M,12.53M,10.71M,3.66M,7.26M,,,,,,,,,,2.85,,,43.23M,17.82M,52.48M,,,,185.29,299.65,934.32,196.8,,,196.8,,,,,,,,,,,,,,,0.01,0.01,0.16,0.01,0.01,0.16,,,,0,0,0,0.43,33.73,4.65,0.95,0.69,0.89,0,0,0
35,35,HAPP,PharmaO,63.94M,65.06M,71.48M,21.84M,15.40M,1.53M,18.72M,12.69M,786.36K,0.74,0.53,0.74,22.53M,16.07M,2.41M,65.68M,85.10M,112.74M,4.76M,5.51M,15.11M,60.92M,79.59M,97.64M,65.68M,85.10M,112.74M,1.04M,2.03M,2.24M,2.41,3.18,3.11,6.54M,10.78M,2.90M,277.16K,1.16M,13.19M,271.11K,10.40M,10.63M,6.26M,9.62M,121.03K,,5.92,66.78,,1.15,0.74,,6.97,18.1,,0.99,0.65,,43.49M,21.15M,,2.71,8.79,31.45,16.83,0.79,35.5,18.06,0.9,35.5,18.06,0.9,50.44,46.75,25.43,34.16,23.67,2.13,35.23,24.7,3.37,29.28,19.5,1.1,9.85,11.69,5.56,11.51,12.71,6.29,6.23,5.13,6.38,1.07,0.86,0.72,0.02,0.02,0.02,0.02,0.03,0.02,0,0,0
36,36,HEPA,PharmaO,0,0,0,14.59M,7.77M,20.15M,9.45M,7.04M,20.35M,97.35,6.11,97.35,14.58M,7.74M,20.11M,8.19M,20.61M,49.38M,6.21M,4.99M,8.86M,1.98M,15.62M,40.52M,8.19M,20.61M,49.38M,1.44M,807.45K,752.17K,0.8,3.7,1.21,15.65M,7.57M,16.17M,900,51.47K,85.79K,12.52M,18.71M,43.05M,15.65M,7.62M,16.25M,,,,,,,,,,24.79,1.45,1.81,4.02M,446.90K,17.07M,,,,97.2,34.14,58.31,332.83,45.06,71.79,332.83,43.55,70.53,,,,,,,,,,,,,1.04,8.94,9.15,1.04,8.94,9.15,,,,0,0,0,0.18,0.04,0.02,0.73,0.05,0.02,0,0.03,0.01
37,37,HZNP,PharmaO,1.21B,1.30B,2.20B,66.11M,139.84M,536.23M,38.38M,573.02M,389.80M,0.23,2.9,0.23,315.87M,377.00M,815.68M,3.94B,4.44B,6.07B,2.75B,2.25B,2.05B,1.19B,2.19B,4.03B,3.94B,4.44B,6.07B,1.90B,1.40B,1.05B,7.05,11.62,18.19,194.54M,426.33M,555.69M,27.65M,17.86M,464.07M,16.60M,290.45M,904.58M,189.77M,408.48M,385.84M,,12.48,40.41,2.69,5.71,7.16,16.69,17.43,28.34,2.77,3.11,4.02,4.18B,7.75B,14.72B,13.24,20.43,17.98,0.97,13.35,7.42,3.22,35.38,12.55,1.24,17.54,9.01,67.6,72.14,75.79,5.47,10.76,24.37,26.16,29,37.07,3.18,44.08,17.71,2.08,2.19,3.36,2.15,2.27,3.45,7.71,6.64,8.25,0.31,0.3,0.42,0.48,0.32,0.17,1.59,0.64,0.26,0.48,0.32,0.17
38,38,ICLR,PharmaO,2.60B,2.81B,2.80B,381.97M,434.00M,415.57M,322.66M,373.99M,332.33M,5.89,6.88,5.89,447.89M,525.92M,510.17M,2.35B,2.91B,3.44B,999.10M,1.25B,1.58B,1.35B,1.66B,1.85B,2.35B,2.91B,3.44B,349.26M,454.55M,433.61M,25.09,30.18,35.05,267.82M,412.54M,566.48M,37.30M,162.03M,90.50M,112.20M,125.41M,162.86M,219.42M,361.90M,515.43M,21.67,24.8,31.01,2.73,3.34,3.71,26.43,22.68,18.34,5.15,5.71,5.56,6.97B,9.28B,9.98B,15.57,17.45,19.4,14.34,14.22,10.48,25.35,25.16,19.16,19.9,22.01,16.81,27.42,27.45,26.86,14.72,15.47,14.86,17.25,18.74,18.24,12.43,13.33,11.88,2.18,1.44,1.87,2.18,1.44,1.87,,,,1.15,1.07,0.88,0.15,0.16,0.13,0.26,0.27,0.23,0.15,0.03,0.12
39,39,ICPT,PharmaO,179.80M,252.00M,312.69M,285.49M,312.43M,216.61M,309.24M,344.68M,274.88M,10.86,10.89,10.86,280.91M,303.38M,207.35M,509.17M,754.89M,580.49M,490.04M,703.33M,747.34M,19.13M,51.56M,166.85M,509.17M,754.89M,580.49M,371.25M,547.76M,575.51M,0.64,1.57,5.05,240.71M,229.85M,163.04M,48.07M,188.99M,162.82M,263.55M,450.75M,7.68M,240.88M,230.98M,166.93M,,,,15.96,15.57,2.6,,,,156.45,78.97,,2.80B,3.81B,912.70M,,,,62.25,54.54,41.17,1.74K,975.25,,81.12,70.11,55.29,96.05,94.74,96.82,158.78,123.98,69.27,156.23,120.39,66.31,171.99,136.78,87.91,4.22,4.45,3.05,4.22,4.45,3.05,,,,0.36,0.4,0.47,0.73,0.73,0.99,19.41,10.62,3.45,0.73,0.72,0.98
40,40,IMCC,PharmaO,0,7.00M,12.47M,97.43K,9.74M,15.72M,97.48K,5.62M,22.53M,0.04,0.18,0.04,97.43K,9.28M,14.99M,7.13K,23.82M,29.92M,363.50K,3.69M,20.02M,356.36K,20.13M,9.90M,7.13K,23.82M,29.92M,0,809.72K,777.08K,1.74,0.52,0.22,75.00K,4.60M,6.22M,0,2.91M,3.18M,78.01K,13.15M,5.29M,,5.79M,8.27M,,,,,4.79,24.37,,,,,2.01,35.98,,24.73M,298.90M,,,,2.65K,,83.17,1.1,,160.52,,,153.17,,22.71,8.26,,139.22,126.03,,132.6,120.18,,80.36,180.6,0.02,6.23,2.41,0.02,9.31,4.33,,,1.71,0,,0.46,0,0.03,0.03,0,0.04,0.08,,0.03,0.02
41,41,INDP,PharmaO,0,0,0,43.33M,34.95M,13.83M,43.54M,47.60M,14.13M,111.67,112.74,111.67,42.47M,34.09M,12.63M,61.51M,21.28M,20.90M,7.96M,9.74M,6.36M,53.55M,11.54M,14.53M,61.51M,21.28M,20.90M,0,1.34M,934.00K,128.9,25.71,13.45,39.08M,29.05M,11.51M,9.30M,3.21M,750.00K,35.06M,2.37M,15.98M,43.74M,29.97M,11.53M,,,,,,,,,,4.68,1.56,1.03,194.62M,8.17M,1.80M,,,,69.08,114.99,67,77.52,146.28,108.39,77.52,144.5,103.86,,,,,,,,,,,,,5.69,1.65,2.81,5.69,1.65,2.81,,,,0,0,0,0,0.06,0.04,0,0.12,0.06,0,0.04,0.02
42,42,INM,PharmaO,0,0,0,43.33M,34.95M,13.83M,43.54M,47.60M,14.13M,111.67,112.74,111.67,42.47M,34.09M,12.63M,15.14M,7.80M,9.78M,1.20M,1.92M,2.40M,13.95M,5.88M,7.38M,15.14M,7.80M,9.78M,0,316.98K,269.77K,2.67,1.13,0.92,6.62M,7.37M,9.79M,2.09M,3.79M,1.73K,205.87K,30.99K,10.85M,6.65M,7.42M,9.79M,,,,,,,,,,3.12,5.59,3.69,29.46M,27.35M,15.60M,,,,54.91,114.57,117.94,57.94,152.07,157.3,57.94,145.91,152.17,,,,,,,,,,,,,11.87,3.77,3.78,11.87,3.77,3.78,,,,0,0,0,0,0.04,0.03,0,0.05,0.04,0,0.03,0.02
43,43,INVA,PharmaO,274.83M,274.84M,350.62M,243.95M,249.46M,322.82M,395.06M,157.29M,224.40M,3.53,1.43,3.53,257.82M,263.33M,336.66M,548.19M,724.83M,999.57M,389.14M,382.71M,391.73M,159.05M,342.12M,607.84M,548.19M,724.83M,999.57M,383.36M,377.22M,385.52M,1.52,3.1,5.33,223.53M,257.46M,313.11M,3.52M,18.00M,314.94M,237.97M,23.78M,29.79M,223.53M,257.45M,313.10M,4.94,9.92,6.14,7.2,5.84,4.01,8.85,6.24,4.49,11.49,4.57,2.33,2.25B,1.66B,1.61B,8.74,6.31,4.79,86.3,24.71,26.03,,67.35,52.59,90.98,25.62,27.77,,,,88.77,90.77,92.07,93.81,95.81,96.02,143.75,57.23,64,34.92,80.29,55.98,34.92,80.29,55.98,,,,0.6,0.43,0.41,0.7,0.52,0.39,2.41,1.1,0.63,0.7,0.52,0.39
44,44,IRWD,PharmaO,346.64M,428.41M,389.52M,14.96M,117.04M,158.32M,282.37M,21.50M,106.18M,1.85,0.14,1.85,2.99M,122.62M,161.89M,332.05M,402.75M,559.24M,528.42M,496.00M,496.60M,196.37M,93.25M,62.64M,332.05M,402.75M,559.24M,413.92M,431.22M,453.70M,1.27,0.59,0.39,70.88M,22.77M,168.62M,88.87M,11.14M,1.84M,30.07M,13.23M,18.76M,71.23M,15.58M,166.78M,,96.59,17.23,4.56,4.85,4.7,,91.2,10.85,,,29.21,1.82B,2.33B,1.92B,,18.81,11.71,58.47,16.04,22.07,,,,114.25,23.26,24.98,87.1,93.12,98.28,4.32,27.32,40.65,0.86,28.62,41.56,56.01,13.76,27.26,2.23,7.48,15.41,2.23,7.5,15.41,111.19,90.91,20.68,1.04,1.17,0.81,1.25,1.07,0.81,2.11,4.62,7.24,1.1,1.07,0.81
45,45,ISR,PharmaO,7.31M,9.68M,10.05M,5.28M,3.55M,3.44M,5.14M,3.45M,3.39M,0.08,0.05,0.08,5.06M,3.33M,3.22M,9.42M,8.70M,70.42M,1.74M,2.98M,3.01M,7.68M,5.72M,67.41M,9.42M,8.70M,70.42M,0,1.00M,776.00K,0.11,0.08,0.47,5.05M,3.64M,2.84M,401.00K,287.00K,410.00K,7.37M,994.00K,64.68M,5.49M,3.91M,3.22M,,,,3.76,3.88,8.24,,,,3.6,6.69,1.68,22.16M,36.17M,19.80M,,,,60.96,38.03,8.56,80.94,51.42,9.26,80.94,48.63,9.1,41.66,52.93,50.94,72.16,36.66,34.19,69.2,34.41,31.99,70.33,35.6,33.69,6.05,3.09,36.83,6.53,3.5,37.37,8.33,7.75,6.07,0.87,1.07,0.25,0,0.12,0.01,0,0.18,0.01,0,0.09,0.01
46,46,JAZZ,PharmaO,1.89B,2.16B,2.36B,658.23M,642.35M,765.46M,447.10M,523.37M,238.62M,7.3,9.09,7.3,874.97M,1.01B,1.04B,5.20B,5.54B,6.54B,2.45B,2.43B,2.88B,2.76B,3.11B,3.66B,5.20B,5.54B,6.54B,1.60B,1.77B,2.25B,47.95,55.41,65.15,792.50M,782.45M,912.03M,394.49M,155.30M,1.01B,472.72M,299.79M,515.69M,772.13M,742.31M,897.03M,16.97,16.41,39.09,4.01,3.97,3.95,9.58,10.98,10.23,2.59,2.69,2.53,8.36B,9.28B,9.44B,9.56,9.01,8.9,8.66,9.74,3.95,16.35,17.84,7.05,10.43,11.43,4.55,82.92,77.67,82.72,34.81,29.71,32.39,46.27,46.84,44.16,23.64,24.21,10.1,3.42,4.26,4.2,3.57,4.47,4.34,6.72,7.34,4.7,0.37,0.4,0.39,0.31,0.32,0.34,0.58,0.57,0.61,0.3,0.31,0.3
